Si,Fe,Cu,Mg,Zn,Ti,Zr,Sc,Mn,Al,SHT_Temperature,SHT_Time,Aging_temperature,Aging_Time,Process,Valence_electrons,Period ,Melting_temperature,Atomic_mass,Heat_of_vaporization,Group,Heat_of_fusion,Electron_negativety,Electron_affinity,Density,Boiling_temperature,Atomic_radius,Atomic_number,Young_modulus,Shear_modulus,Bulk_modulus,Covalent_radius,Poisson_ratio,Mendeleev_number,atomic_volume,Electronegativity_allred,Electronegativity_pauling,Space_group,Work_function,First_ionization_energy,d_valence_electrons,P_valence_electrons,S_valence_electrons,Lattice_a,Lattice_c,YS,El
0,0,0.021,0.03,0.074,0,0,0,0.0045,0.8705,445,10,120,24,5,2.8795,3.0995,653.502,30.58,274.9925,12.527,10.45165,1.60978,39.9095,3.152385,2355.684,121.3465,14.618,73.898,27.69075,76.168,121.986,0.340455,69.8895,16.590375,1.483325,1.60978,221.74,4.176475,610.713,0.9725,0.8705,1.979,175.3366225,175.3813715,625,9
0,0,0,0.015,0.055,0,0,0,0,0.93,475,10,120,24,5,2.93,3.055,646.65,29.045,280.955,12.78,10.48575,1.6077,39.99,2.92965,2408.905,119.725,13.92,71.715,26.8,75.205,121.355,0.3436,69.645,16.63495,1.47685,1.6077,222.83,4.18325,597.8995,0.55,0.93,2,172.8957079,172.9275383,380,13
0,0,0.015,0,0,0,0.004,0.008,0,0.973,0,0,290,20,100000,2.989,3.031,678.203,27.955,294.453,12.854,10.8181,1.61123,43.917,2.81134,2529.693,119.285,13.412,70.92,26.382,76.892,121.773,0.34925,68.446,16.63152,1.47104,1.61123,224.628,4.19315,580.6792,0.166,0.973,1.985,172.0299565,172.0364258,370,12
0.0047,0,0,0.141,0,0,0.0017,0.0031,0,0.8495,0,0,0,0,100000,2.8654,3.0065,666.8964,26.7463,270.6106,11.4074,10.63665,1.567812,37.28192,2.568819,2323.4788,122.1283,12.9344,66.3742,24.75314,71.7186,124.0167,0.340695,68.6638,17.631938,1.436167,1.567812,220.4896,4.09238,601.29165,0.0065,0.8589,2,166.3965829,166.3992529,310,18
0,0,0.044,0.015,0,0,0,0,0,0.941,493,2,193,10,10000,2.941,3.044,678.55,28.583,290.833,12.747,10.7712,1.61826,45.655,2.96089,2499.457,119.593,13.689,72.265,26.833,78.351,121.784,0.34866,69.249,16.50185,1.47872,1.61826,224.535,4.19975,587.1965,0.44,0.941,1.956,173.5523349,173.5523349,222.94,13.36
0,0,0,0.035,0,0,0,0,0,0.965,345,2.5,0,0,5,2.965,3,659.65,26.895,287.225,12.615,10.63,1.5995,41.495,2.66605,2468.985,118.945,12.965,69.125,25.685,74.915,121.7,0.3479,68.965,16.85045,1.4616,1.5995,223.915,4.17375,583.0105,0,0.965,2,169.8966661,169.8966661,115,27
0,0,0.0424,0.0197,0,0,0.02,0,0.0056,0.9123,0,0,0,0,100000,2.9635,3.088,705.0046,29.8905,295.3775,12.4849,10.97812,1.61045,45.0521,3.049027,2527.9071,121.6775,14.2659,72.7083,27.1951,78.7693,123.0412,0.348026,68.2171,16.650723,1.472872,1.61045,223.7245,4.182225,590.11711,0.492,0.9123,1.9576,174.0211005,174.0342289,470,5
0,0,0,0.0132,0,0,0.0074,0.0079,0.0452,0.9263,0,0,350,6,100000,3.0394,3.0679,702.1581,28.3898,289.8437,12.438,10.90469,1.599281,40.2765,2.933132,2495.8785,121.4726,13.7922,75.465,28.3749,77.5849,122.8643,0.347225,67.2464,16.616749,1.468725,1.599281,223.7549,4.188345,586.87864,0.2487,0.9263,2,177.2274861,177.2604214,540,7
0.07,0.004,0.001,0.0035,0.001,0,0,0,0,0.9205,540,10,205,4,5,3.0645,3.006,716.442,27.2505,297.0915,13.0085,13.45535,1.63046,49.1143,2.702085,2540.4675,117.8075,13.1475,68.9645,26.2455,78.0055,120.426,0.34034,69.8485,16.847205,1.48921,1.63046,225.0165,4.235445,593.82265,0.044,1.0605,1.999,169.5630121,169.5636022,186,5
0.004,0,0,0.007,0,0,0,0,0.008,0.981,530,8,175,8,5,3.005,3.008,667.634,27.127,291.525,12.879,10.8632,1.60858,42.7174,2.72989,2506.857,118.505,13.093,70.757,26.3658,76.231,121.244,0.34882,68.877,16.63645,1.47044,1.60858,224.727,4.19875,580.4785,0.04,0.989,2,171.8503449,171.8549169,215,12
0.0047,0,0,0.141,0,0,0.0017,0.0031,0,0.8495,0,0,325,4,100000,2.8654,3.0065,666.8964,26.7463,270.6106,11.4074,10.63665,1.567812,37.28192,2.568819,2323.4788,122.1283,12.9344,66.3742,24.75314,71.7186,124.0167,0.340695,68.6638,17.631938,1.436167,1.567812,220.4896,4.09238,601.29165,0.0065,0.8589,2,166.3965829,166.3992529,380,18
0.09,0.0005,0.035,0.003,0.0005,0,0,0,0,0.871,0,0,155,4,5,3.0515,3.036,743.024,28.4095,298.63,12.984,14.311375,1.64548,53.61485,2.887695,2549.873,118.427,13.6615,70.0445,26.7975,80.351,120.551,0.33769,70.3735,16.766385,1.50356,1.64548,225.0735,4.251815,602.83535,0.358,1.051,1.965,170.7405876,170.7408807,172,1
0.03,0.005,0.0147,0.019,0.051,0.003,0,0.02,0,0.8573,0,0,0,0,10000,2.9483,3.0937,701.4715,30.0229,284.2399,12.4886,11.84946,1.615193,43.0678,3.025782,2431.9331,121.6079,14.3602,72.578,27.4194,76.9578,122.4447,0.337923,68.6662,16.84588,1.482346,1.615193,222.197,4.182775,608.1906,0.713,0.9173,1.9853,173.758334,173.8006915,238,2.8
0,0,0.063,0,0,0,0.0018,0,0.003,0.9322,415,2.5,0,0,5,2.9418,3.0696,690.684,29.5002,293.7386,12.8398,10.87094,1.627586,47.5924,3.11553,2523.737,119.9884,14.0926,74.1586,27.5591,80.2018,121.8442,0.349262,69.234,16.306394,1.48758,1.627586,224.9202,4.21515,588.55268,0.6486,0.9322,1.937,175.7297104,175.7322755,70,18
0.003,0.001,0.04,0.015,0.002,0,0,0,0,0.939,515,12,170,6,5,2.946,3.043,679.51,28.543,290.709,12.751,10.8763,1.61827,45.5135,2.94879,2497.546,119.55,13.674,72.173,26.8356,78.249,121.723,0.34805,69.269,16.52361,1.47896,1.61827,224.483,4.20078,587.9917,0.426,0.945,1.96,173.4399418,173.4410958,290,0.5
0.0047,0,0,0.141,0,0,0.0017,0.0031,0,0.8495,0,0,0,0,100000,2.8654,3.0065,666.8964,26.7463,270.6106,11.4074,10.63665,1.567812,37.28192,2.568819,2323.4788,122.1283,12.9344,66.3742,24.75314,71.7186,124.0167,0.340695,68.6638,17.631938,1.436167,1.567812,220.4896,4.09238,601.29165,0.0065,0.8589,2,166.3965829,166.3992529,330,8
0.029,0.005,0.0147,0.019,0.051,0,0.01,0,0,0.8713,0,0,0,0,100000,2.9543,3.0907,692.0235,30.2389,286.1479,12.6246,11.78316,1.617313,43.5634,3.053152,2441.9281,121.0009,14.4422,72.353,27.3752,77.4218,121.8977,0.339443,69.5132,16.73909,1.485426,1.617313,222.598,4.194975,607.4937,0.707,0.9293,1.9853,173.5194794,173.5538866,397,6.5
0.006,0,0,0.01,0,0,0,0,0.0028,0.9812,500,1,0,0,100000,2.9988,3.0028,666.0648,27.0264,291.5416,12.8792,10.9228,1.608572,42.9932,2.701436,2505.7136,118.3484,13.0296,69.9704,26.061,75.9572,121.1904,0.348536,69.0092,16.686812,1.469584,1.608572,224.6796,4.1962,580.6496,0.014,0.9932,2,170.9197162,170.9213252,60,15
0,0,0,0.01,0,0,0,0,0.003,0.987,345,2.5,0,0,5,2.993,3.003,661.658,27.024,291.131,12.872,10.6875,1.60682,42.441,2.70461,2503.336,118.399,13.026,70.134,26.0705,75.822,121.254,0.34931,68.927,16.66547,1.46799,1.60682,224.666,4.19325,579.423,0.015,0.987,2,171.1287078,171.1304296,50,22
0,0,0,0.044,0,0,0,0,0.0035,0.9525,345,2.5,0,0,5,2.9595,3.0035,661.611,26.931,285.4845,12.495,10.62075,1.59659,40.9575,2.674015,2454.521,119.3385,12.998,69.348,25.79125,74.79,121.943,0.347255,68.8825,16.896845,1.459895,1.59659,223.608,4.167875,584.9432,0.0175,0.9525,2,170.142446,170.1444664,115,22
0.07,0,0,0.0055,0,0,0,0,0,0.9245,535,5,0,0,100000,3.0645,3,712.725,27.0535,296.7125,13.0095,13.44,1.62865,49.1055,2.668765,2537.8105,117.6585,13.0645,68.2525,25.9645,77.5095,120.41,0.34057,69.9045,16.886485,1.48758,1.62865,224.9695,4.230875,592.91865,0,1.0645,2,168.7151407,168.7151407,120,19
0.001,0.0015,0.046,0.0025,0,0,0,0,0,0.949,525,16,200,4,5,2.9525,3.0475,681.596,28.739,293.0565,12.874,10.84475,1.62321,46.39215,2.99292,2518.2995,119.3595,13.7525,72.886,27.0737,79.0315,121.5625,0.34917,69.258,16.40254,1.482805,1.62321,224.9305,4.21122,586.0107,0.469,0.951,1.954,174.286793,174.286793,264,17
0.11,0,0.02,0,0,0,0,0,0.004,0.866,0,0,215,4,100000,3.094,3.024,753.784,27.922,300.108,13.046,15.079,1.64746,54.294,2.80358,2559.938,117.942,13.478,69.182,26.676,80.096,120.192,0.33538,70.466,16.87146,1.50582,1.64746,225.188,4.261,604.321,0.22,1.086,1.98,169.688332,169.6906471,255,2.9
0,0,0.016,0.025,0.056,0,0,0,0,0.903,490,10,120,24,5,2.903,3.072,653.11,29.645,279.243,12.637,10.4992,1.60938,40.717,3.02455,2393.691,120.451,14.183,72.463,27.079,75.913,121.732,0.34274,69.743,16.62543,1.47912,1.60938,222.489,4.17965,602.5195,0.72,0.903,1.984,173.7247446,173.7569991,505,11
0.1081,0,0.0027,0.0056,0,0.0015,0,0,0,0.8821,505,4,200,4,100000,3.1013,3.0042,744.1109,27.2227,299.4275,13.0276,14.95534,1.640347,52.70246,2.674173,2553.4518,117.5544,13.1592,67.6047,26.05762,78.6446,120.1192,0.335539,70.3409,17.005723,1.498374,1.640347,224.9961,4.249925,601.47589,0.03,1.0983,1.9973,167.8269732,167.8279929,135,28.4
0,0,0,0.045,0,0,0,0,0.0045,0.9505,345,2.5,0,0,5,2.9595,3.0045,662.187,26.946,285.2465,12.478,10.62125,1.59623,40.8715,2.677815,2452.634,119.4085,13.009,69.451,25.83575,74.803,121.981,0.347165,68.8605,16.899305,1.459785,1.59623,223.569,4.167375,585.2435,0.0225,0.9505,2,170.261774,170.2643698,130,21
0.07,0.004,0.001,0.0035,0.001,0,0,0,0,0.9205,540,10,155,8,5,3.0645,3.006,716.442,27.2505,297.0915,13.0085,13.45535,1.63046,49.1143,2.702085,2540.4675,117.8075,13.1475,68.9645,26.2455,78.0055,120.426,0.34034,69.8485,16.847205,1.48921,1.63046,225.0165,4.235445,593.82265,0.044,1.0605,1.999,169.5630121,169.5636022,165,6
0.07,0.001,0.0005,0.0055,0.0007,0,0,0,0,0.9223,540,10,0,0,1,3.0633,3.0022,713.6475,27.1276,296.6482,13.0028,13.441905,1.629043,49.0856,2.680173,2537.0456,117.7268,13.0964,68.4501,26.0434,77.6313,120.4272,0.340435,69.8969,16.878261,1.488023,1.629043,224.9518,4.23166,593.41485,0.018,1.0623,1.9995,168.9490075,168.9494221,248,3
0.07,0.004,0.001,0.0035,0.001,0,0,0,0,0.9205,0,0,255,7,5,3.0645,3.006,716.442,27.2505,297.0915,13.0085,13.45535,1.63046,49.1143,2.702085,2540.4675,117.8075,13.1475,68.9645,26.2455,78.0055,120.426,0.34034,69.8485,16.847205,1.48921,1.63046,225.0165,4.235445,593.82265,0.044,1.0605,1.999,169.5630121,169.5636022,124,5
0,0,0.044,0.015,0,0,0,0,0,0.941,0,0,0,0,10000,2.941,3.044,678.55,28.583,290.833,12.747,10.7712,1.61826,45.655,2.96089,2499.457,119.593,13.689,72.265,26.833,78.351,121.784,0.34866,69.249,16.50185,1.47872,1.61826,224.535,4.19975,587.1965,0.44,0.941,1.956,173.5523349,173.5523349,223.35,4.44
0,0.001,0.044,0.0137,0,0,0.0131,0,0.0077,0.9205,0,0,0,0,100000,2.9631,3.0789,699.6077,29.5929,294.2991,12.5922,10.93108,1.61474,45.3263,3.05383,2522.8891,121.0798,14.1484,73.3848,27.40435,79.0992,122.615,0.348316,68.4801,16.54164,1.476928,1.61474,224.1116,4.193555,589.33007,0.5107,0.9205,1.956,174.8201704,174.8309953,376,14
0.011,0.001,0.045,0,0,0,0,0,0,0.943,515,14,155,6,1,2.966,3.046,688.297,28.705,294.095,12.916,11.2389,1.62646,47.3443,2.9828,2525.468,119.176,13.743,72.588,27.0482,79.238,121.396,0.34806,69.394,16.42668,1.48574,1.62646,225.026,4.21748,587.442,0.456,0.965,1.955,173.9206764,173.9206764,165,5
0,0,0,0.042,0,0,0,0.002,0.004,0.952,0,0,0,0,10000,2.962,3.006,663.686,26.982,285.828,12.494,10.6366,1.59666,40.972,2.6789,2457.772,119.438,13.022,69.47,25.842,74.836,122.01,0.34722,68.758,16.8976,1.4599,1.59666,223.604,4.1676,584.7998,0.022,0.952,2,170.2865205,170.2899521,202,7.8
0.05,0.004,0.0125,0.005,0.002,0,0,0,0,0.9265,525,12,155,11,1,3.0305,3.0185,705.9945,27.6895,295.4305,12.948,12.68945,1.627585,48.0573,2.78446,2529.5865,118.3225,13.327,70.115,26.498,78.209,120.7835,0.342635,69.668,16.73269,1.48686,1.627585,224.899,4.227095,592.1421,0.169,1.0265,1.9875,170.9591097,170.9602804,172,3
0,0,0.086,0,0,0,0.009,0,0.0045,0.9005,0,0,350,24,100000,2.9275,3.1085,709.942,30.839,295.8565,12.72,11.00175,1.63215,49.2385,3.294025,2537.647,121.3075,14.673,75.709,28.19575,81.891,122.513,0.348915,69.0165,16.237475,1.492415,1.63215,224.685,4.215875,593.2214,0.9005,0.9005,1.914,177.4534498,177.4603393,318,13.4
0.05,0.004,0.0125,0.005,0.002,0,0,0,0,0.9265,525,12,245,5,1,3.0305,3.0185,705.9945,27.6895,295.4305,12.948,12.68945,1.627585,48.0573,2.78446,2529.5865,118.3225,13.327,70.115,26.498,78.209,120.7835,0.342635,69.668,16.73269,1.48686,1.627585,224.899,4.227095,592.1421,0.169,1.0265,1.9875,170.9591097,170.9602804,250,0.5
0,0,0.014,0.023,0.0551,0,0,0,0,0.9079,470,2,120,48,100000,2.9079,3.0691,652.496,29.5428,279.7156,12.6639,10.501615,1.609364,40.6917,3.009974,2397.9138,120.3214,14.1377,72.3588,27.0377,75.8524,121.6691,0.34297,69.7222,16.622568,1.478869,1.609364,222.5789,4.18074,601.5668,0.691,0.9079,1.986,173.6112701,173.643027,410,13
0,0,0.0525,0,0,0.0017,0,0,0.0031,0.9427,530,6,250,48,100000,2.9523,3.0573,685.8427,29.034,293.3656,12.8611,10.8421,1.62492,46.74402,3.046497,2521.1433,119.6494,13.8925,73.625,27.35145,79.5542,121.6996,0.349331,69.1649,16.346131,1.484848,1.62492,224.9225,4.21322,586.79102,0.5439,0.9427,1.9475,175.1318163,175.1346623,383,8
0,0,0.0176,0.0264,0.0552,0.0143,0,0,0,0.8865,0,0,0,0,100000,2.9151,3.0871,668.3824,29.9699,281.05,12.4905,10.61716,1.608391,40.30498,3.055396,2404.0312,121.3422,14.3223,73.1514,27.3454,76.463,122.3345,0.342291,69.0266,16.643662,1.476935,1.608391,222.0271,4.17336,603.9021,0.7566,0.8865,1.9824,174.496039,174.5370404,297,7.5
0,0,0,0.0366,0,0,0.0157,0,0,0.9477,0,0,0,0,100000,2.9791,3.0314,678.3955,27.895,291.4669,12.4561,10.78851,1.594624,41.3948,2.724158,2496.3716,120.3698,13.3873,69.0379,25.7805,75.1951,122.5798,0.347647,68.2569,16.966318,1.457291,1.594624,223.3787,4.160775,584.5638,0.0314,0.9477,2,169.7627713,169.7707925,282,24
0.004,0,0,0.007,0,0,0,0,0.008,0.981,415,2.5,0,0,5,3.005,3.008,667.634,27.127,291.525,12.879,10.8632,1.60858,42.7174,2.72989,2506.857,118.505,13.093,70.757,26.3658,76.231,121.244,0.34882,68.877,16.63645,1.47044,1.60858,224.727,4.19875,580.4785,0.04,0.989,2,171.8503449,171.8549169,50,30
0,0,0,0.008,0,0,0,0,0,0.992,345,2.5,0,0,5,2.992,3,659.92,26.976,291.68,12.912,10.684,1.6076,42.656,2.69224,2507.568,118.216,12.992,69.8,25.928,75.752,121.16,0.34952,68.992,16.66496,1.46808,1.6076,224.752,4.194,578.6824,0,0.992,2,170.7410962,170.7410962,40,25
0,0,0.086,0,0,0,0.009,0,0.0045,0.9005,0,0,300,200,100000,2.9275,3.1085,709.942,30.839,295.8565,12.72,11.00175,1.63215,49.2385,3.294025,2537.647,121.3075,14.673,75.709,28.19575,81.891,122.513,0.348915,69.0165,16.237475,1.492415,1.63215,224.685,4.215875,593.2214,0.9005,0.9005,1.914,177.4534498,177.4603393,340,11.2
0.013,0,0.01,0.011,0,0,0,0,0.007,0.959,415,2.5,0,0,5,2.999,3.017,678.044,27.476,291.602,12.83,11.2294,1.61295,44.1538,2.78051,2505.458,118.777,13.246,70.922,26.4981,76.919,121.326,0.34734,69.071,16.65103,1.47458,1.61295,224.629,4.2025,584.5416,0.135,0.985,1.99,171.9992205,172.0032176,85,18
0.002,0,0.0155,0.026,0.055,0.002,0,0,0,0.8995,0,0,0,0,10000,2.9075,3.0725,656.6515,29.6295,279.6445,12.612,10.594,1.609335,40.7899,3.01887,2396.1505,120.5425,14.177,72.416,27.0784,75.972,121.8035,0.342465,69.653,16.64506,1.47879,1.609335,222.431,4.179075,602.8462,0.709,0.9035,1.9845,173.6622154,173.6952191,141,5.82
0.07,0.0015,0.0005,0.0055,0.0005,0,0,0,0,0.922,0,0,255,8,5,3.0635,3.0025,714.1345,27.1345,296.71,13.0005,13.444125,1.629145,49.08055,2.68187,2537.539,117.741,13.099,68.513,26.068,77.6795,120.4325,0.340425,69.885,16.87613,1.48807,1.629145,224.96,4.232045,593.44,0.019,1.062,1.9995,169.0241949,169.024491,103,6
0.001,0.0005,0.046,0.0035,0,0,0,0,0.0035,0.9455,525,16,155,20,5,2.955,3.05,682.759,28.77,292.582,12.847,10.8484,1.62248,46.22595,3.003475,2514.9255,119.499,13.7815,73.168,27.19595,79.0605,121.6345,0.349065,69.2025,16.398805,1.48285,1.62248,224.8675,4.210615,586.4791,0.4805,0.9475,1.954,174.6079588,174.6099275,414,5
0.07,0,0,0.007,0,0,0,0,0,0.923,0,0,0,0,100000,3.063,3,712.71,27.049,296.465,12.993,13.437,1.6282,49.041,2.66731,2535.667,117.699,13.063,68.215,25.951,77.463,120.44,0.34048,69.903,16.89679,1.48722,1.6282,224.923,4.22975,593.1591,0,1.063,2,168.6677753,168.6677753,354,2.45
0.025,0.006,0.045,0,0.002,0,0,0,0,0.922,510,8,0,0,5,2.978,3.053,702.763,28.94,294.941,12.903,11.7979,1.6317,48.3902,3.01235,2529.288,119.316,13.851,73.047,27.365,80.032,121.313,0.34574,69.505,16.44743,1.49075,1.6317,225.012,4.22793,591.9369,0.506,0.972,1.955,174.4101913,174.4113388,138,4.5
0.05,0.004,0.0125,0.005,0.002,0,0,0,0,0.9265,525,12,225,5,1,3.0305,3.0185,705.9945,27.6895,295.4305,12.948,12.68945,1.627585,48.0573,2.78446,2529.5865,118.3225,13.327,70.115,26.498,78.209,120.7835,0.342635,69.668,16.73269,1.48686,1.627585,224.899,4.227095,592.1421,0.169,1.0265,1.9875,170.9591097,170.9602804,241,1
0.01,0.006,0.1,0.0025,0.006,0,0,0,0,0.8755,510,12,155,11,1,2.9015,3.112,713.843,31.1045,293.2275,12.7465,11.3165,1.64271,50.8767,3.377535,2515.9175,121.0695,14.7815,76.7815,28.6175,83.0905,122.122,0.34659,69.6855,16.143775,1.50226,1.64271,224.7805,4.231905,599.75715,1.096,0.8955,1.9,178.6272955,178.6306568,276,0.5
0.001,0.001,0.005,0.007,0.065,0,0,0,0,0.921,0,0,0,0,1,2.924,3.071,648.087,29.664,280.69,12.844,10.52215,1.61246,40.3423,3.01791,2405.155,119.915,14.191,72.713,27.2082,75.831,121.261,0.34284,69.797,16.54037,1.48251,1.61246,222.774,4.19073,601.1381,0.706,0.923,1.995,174.0440705,174.0814395,172,5
0.105,0,0,0.0035,0,0,0,0,0,0.8915,0,0,0,0,100000,3.1015,3,739.135,27.0945,299.3525,13.0665,14.8195,1.6394,52.3625,2.657755,2554.0035,117.3595,13.1015,67.4975,25.9895,78.4115,120.02,0.33614,70.3615,16.992095,1.49751,1.6394,225.1015,4.249875,599.91655,0,1.1015,2,167.7168066,167.7168066,270,4
0.105,0,0,0.0035,0,0,0,0,0,0.8915,0,0,0,0,100000,3.1015,3,739.135,27.0945,299.3525,13.0665,14.8195,1.6394,52.3625,2.657755,2554.0035,117.3595,13.1015,67.4975,25.9895,78.4115,120.02,0.33614,70.3615,16.992095,1.49751,1.6394,225.1015,4.249875,599.91655,0,1.1015,2,167.7168066,167.7168066,300,5.4
0.17,0.001,0.045,0.0055,0.0005,0,0,0,0.0005,0.7775,0,0,0,0,500,3.1195,3.047,808.301,28.8755,303.558,13.011,17.476175,1.67091,61.4702,2.92324,2577.1525,118.245,13.911,68.8765,27.06575,82.9025,119.9255,0.326995,71.451,17.00374,1.52751,1.67091,225.154,4.29293,621.80505,0.4635,1.1175,1.955,169.1160608,169.116647,265,1
0,0,0,0.0269,0,0,0.0091,0.0103,0.055,0.8987,0,0,0,0,100000,3.0372,3.0835,711.9098,28.6771,287.4157,12.1892,10.93202,1.593507,39.2026,2.973721,2475.7722,122.5719,13.9612,76.3814,28.795,77.5815,123.5241,0.345924,66.8112,16.699046,1.465638,1.593507,223.1247,4.176965,590.71581,0.3035,0.8987,2,178.2289316,178.2691974,508,8.2
0.075,0.006,0.005,0.005,0.0005,0,0,0,0,0.9085,0,0,155,7,5,3.0645,3.0115,723.773,27.438,297.397,12.9795,13.665925,1.63304,49.7697,2.73194,2541.891,117.985,13.2305,69.315,26.4245,78.526,120.4715,0.33949,69.892,16.84641,1.491565,1.63304,225.0035,4.23933,595.9799,0.091,1.0585,1.995,169.9572581,169.9575525,110,4
0,0,0.0525,0,0,0.0017,0,0,0.0031,0.9427,530,6,0,0,100000,2.9523,3.0573,685.8427,29.034,293.3656,12.8611,10.8421,1.62492,46.74402,3.046497,2521.1433,119.6494,13.8925,73.625,27.35145,79.5542,121.6996,0.349331,69.1649,16.346131,1.484848,1.62492,224.9225,4.21322,586.79102,0.5439,0.9427,1.9475,175.1318163,175.1346623,155,13.5
0.0525,0,0.0112,0.0055,0,0,0,0,0,0.9308,500,6,0,0,10000,3.0358,3.0112,704.29,27.4504,295.6359,12.9696,12.77801,1.626823,48.36,2.745352,2531.6246,118.0834,13.2262,69.327,26.2074,77.8063,120.7082,0.342733,69.7442,16.77305,1.485991,1.626823,224.9345,4.224925,591.141,0.112,1.0358,1.9888,170.0257122,170.0257122,156,19.5
0.003,0.001,0.04,0.015,0.002,0,0,0,0,0.939,0,0,345,3,1,2.946,3.043,679.51,28.543,290.709,12.751,10.8763,1.61827,45.5135,2.94879,2497.546,119.55,13.674,72.173,26.8356,78.249,121.723,0.34805,69.269,16.52361,1.47896,1.61827,224.483,4.20078,587.9917,0.426,0.945,1.96,173.4399418,173.4410958,124,1
0,0,0,0.045,0,0,0,0,0.007,0.948,345,2.5,0,0,5,2.962,3.007,663.652,26.991,285.064,12.463,10.6275,1.59608,40.764,2.68974,2451.489,119.516,13.039,69.771,25.9695,74.913,122.026,0.34709,68.808,16.88828,1.46011,1.59608,223.549,4.168,585.5935,0.035,0.948,2,170.6377883,170.6418173,145,22
0.007,0,0,0.012,0,0,0,0,0.0028,0.9782,415,2.5,0,0,5,2.9978,3.0028,666.7988,27.0214,291.2776,12.8582,10.9581,1.608262,42.9978,2.699126,2503.2366,118.3954,13.0286,69.8974,26.0432,75.9192,121.2204,0.348286,69.0202,16.703962,1.469374,1.608262,224.6196,4.1952,581.1793,0.014,0.9922,2,170.8275074,170.8291172,55,35
0,0,0.063,0,0,0,0,0.002,0,0.935,0,0,0,0,10000,2.937,3.065,688.537,29.367,293.491,12.854,10.8555,1.62777,47.675,3.09494,2522.331,119.833,14.024,73.788,27.392,79.994,121.791,0.34923,69.262,16.3243,1.4871,1.62777,224.938,4.21385,588.0912,0.632,0.935,1.937,175.3068016,175.307894,150,17.9
0.12,0.001,0.006,0.0005,0,0,0,0,0,0.8725,0,0,0,0,500,3.1135,3.007,753.903,27.3695,300.9335,13.0975,15.4319,1.64661,54.2732,2.697845,2564.6055,117.3735,13.2275,67.7285,26.2075,79.3425,119.887,0.33425,70.5765,16.989005,1.50413,1.64661,225.2285,4.261855,603.76205,0.066,1.1125,1.994,167.94855,167.94855,110,3.5
0,0,0.0424,0.0197,0,0,0,0,0.0056,0.9323,0,0,0,0,100000,2.9435,3.048,681.1046,28.6105,289.6375,12.6649,10.77212,1.61605,45.0921,2.973027,2490.1071,119.9175,13.7259,72.7683,27.0551,78.3493,121.9612,0.348226,69.1171,16.517123,1.477872,1.61605,224.3445,4.197225,588.46511,0.452,0.9323,1.9576,174.1251384,174.128297,253,6.5
0,0,0,0.022,0.065,0,0,0,0.004,0.909,450,3,160,6,10000,2.917,3.069,646.524,29.476,277.768,12.669,10.44825,1.60576,39.087,2.98634,2380.95,120.326,14.131,72.432,27.121,75.104,121.577,0.34206,69.674,16.6512,1.47759,1.60576,222.271,4.178,602.8716,0.67,0.909,2,173.6998046,173.7395089,269,15.8
0.0525,0,0.0112,0.0055,0,0,0,0,0,0.9308,500,6,180,12,10000,3.0358,3.0112,704.29,27.4504,295.6359,12.9696,12.77801,1.626823,48.36,2.745352,2531.6246,118.0834,13.2262,69.327,26.2074,77.8063,120.7082,0.342733,69.7442,16.77305,1.485991,1.626823,224.9345,4.224925,591.141,0.112,1.0358,1.9888,170.0257122,170.0257122,288,11.1
0.001,0.001,0.001,0.1,0,0,0,0,0,0.897,430,0.5,0,0,1,2.9,3.002,661.057,26.767,276.627,11.894,10.5447,1.5808,38.8383,2.61406,2376.866,120.758,12.929,67.678,25.1782,73.082,123.012,0.3438,68.9,17.29078,1.44672,1.5808,221.906,4.12648,593.989,0.016,0.899,1.999,168.0554554,168.0554554,179,16
0.17,0.003,0.045,0.005,0.0005,0,0,0,0,0.7765,0,0,175,6,5,3.1195,3.0485,809.769,28.926,303.785,13.0095,17.482125,1.67153,61.4586,2.93168,2578.78,118.286,13.9295,69.107,27.1555,83.084,119.9285,0.32692,71.424,16.99285,1.527905,1.67153,225.1815,4.29464,622.0187,0.473,1.1165,1.955,169.3913567,169.3916521,200,0.8
0.0018,0.011,0.023,0.016,0,0,0.0018,0,0.003,0.9434,535,8,200,20,5,2.9676,3.0406,684.5392,28.293,291.5314,12.6906,10.85178,1.614128,43.76718,2.905814,2503.6008,119.7458,13.5704,72.8682,27.15146,78.223,121.8272,0.347808,68.7924,16.561322,1.474896,1.614128,224.4718,4.20208,586.77476,0.3146,0.947,1.977,174.2660537,174.2686403,370,10
0,0,0,0.0331,0,0,0,0.0023,0.0051,0.9595,0,0,325,4,10000,2.972,3.0074,664.6839,27.0339,287.2237,12.5823,10.65874,1.599189,41.2999,2.692864,2470.0796,119.2648,13.0465,69.8345,25.98185,75.1546,121.8665,0.3477,68.7264,16.834111,1.462098,1.599189,223.8618,4.174265,583.54321,0.0278,0.9595,2,170.7308742,170.7350979,132,30
0,0,0,0.02,0.06,0,0.003,0.007,0,0.91,480,1,120,4,100000,2.923,3.073,655.152,29.538,280.296,12.623,10.527,1.60381,39.379,2.96036,2401.547,120.706,14.137,71.799,26.882,74.95,121.965,0.34228,69.159,16.74069,1.47396,1.60381,222.21,4.1701,600.969,0.613,0.91,2,172.9614882,173.0015772,418,11
